dist,f_pure,n_clusters
5.5942260334792016,0.7906439869604374,3942
6.709415990129604,0.7801286198104951,2999
8.04691527643011,0.7719598665601177,2261
9.651040502080045,0.7664802059946472,1745
11.574942642382425,0.7609878610297196,1350
13.882368139017457,0.748557149561754,1026
16.649771070272887,0.7351116861372199,786
19.968846375234957,0.732549437446884,617
23.949568067616617,0.7192561868158353,481
28.723833107191822,0.7153620761825031,366
34.44983166462242,0.6987962504915205,277
41.317288583732775,0.670243667313571,208
49.553749711483945,0.6567982038890369,166
59.43212138647431,0.6428834176845897,128
71.27971289886155,0.5997818283293378,97
85.48908153395358,0.6070753580171747,76
102.53103953839974,0.5882390248233698,65
122.97025398090892,0.5817826654997019,42
147.48395639220942,0.578269086850083,36
176.88438210818057,0.5985387571825412,30
212.1456828198135,0.5738041782411811,23
254.43620404858495,0.47301394015500337,15
305.1571970269049,0.5343176427312049,14
365.9892476604304,0.5212146580920126,8
438.94796094629874,0.5212146580920126,7
526.4507458909828,0.25269860598449967,4
631.3969137746586,0.33217905298273653,3
757.263743732483,0.16129482349658156,2
908.2216986831758,0.0,1
1089.2726091615882,0.0,1
